arm,regime,train_N,deploy_N,noise_ratio,n_params,viol_pre,viol_k1,viol_k5,ill_pct_pre,ill_pct_k1,ill_pct_k5,nn_pre,nn_k1,nn_k5,kg_pre,kg_k1,kg_k5,disp_k1,disp_k5,viol_red_k1,viol_red_k5,checkpoint
model12_n49_NEWTRAINER,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0002480973780620843,2.4929582650656812e-05,4.024500399827957,2.3211628198623657,0.6869154050946236,0.1002814993262291,0.13222810626029968,0.1414385586977005,0.2259686440229416,0.04304610192775726,0.021611368283629417,0.03242475539445877,0.039695195853710175,42.3241994048502,82.93166061231179,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_10-40-18\model_best.pt
model12_n49_SHIPPED,synthetic,49,49,0.6,350594,0.0012976207071915269,0.00023838786000851542,2.2136538973427378e-05,4.024500399827957,2.23214291036129,0.6311118137091398,0.1002814993262291,0.13248518109321594,0.1414911299943924,0.2259686440229416,0.04332641512155533,0.020650388672947884,0.03276326134800911,0.04006621614098549,44.53615054379323,84.31825684866413,E:\VSCode\CorrectorWorkshop\src\models\weights\model12_sph_l4.pt
