arm,regime,train_N,deploy_N,noise_ratio,n_params,viol_pre,viol_k1,viol_k5,ill_pct_pre,ill_pct_k1,ill_pct_k5,nn_pre,nn_k1,nn_k5,kg_pre,kg_k1,kg_k5,disp_k1,disp_k5,viol_red_k1,viol_red_k5,knn_keep_k5,uniform_frac_k1,nn_cv_pre,nn_cv_k5,checkpoint
traj_nokernel_s3,synthetic,49,49,0.6,351638,0.0012976207071915269,0.0003032068198081106,2.8442185794119723e-05,4.024500399827957,2.4699723348021507,0.8144663646817207,0.1002814993262291,0.13017287850379944,0.1406586617231369,0.2259686291217804,0.04196903109550476,0.025168702006340027,0.03107408806681633,0.038381848484277725,38.62660944124394,79.76229778636356,0.668066680431366,0.032435137778520584,0.3494243025779724,0.0235595740377903,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_18-41-00\model_best.pt
traj_nokernel_s3,trajectory,49,2500,0.6,351638,,,,99.39199999999998,,80.328,0.014571923631629043,,0.019449722533298432,0.3331339220205943,,0.17029529313246408,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_18-41-00\model_best.pt
traj_nonorm_s2,synthetic,49,49,0.6,350594,0.0012976207071915269,0.00020870186563115567,1.4369882592291106e-05,4.024500399827957,2.1710246801376343,0.437127985060215,0.1002814993262291,0.13355542719364166,0.14185664057731628,0.2259686291217804,0.040237460285425186,0.018377888947725296,0.03307398036122322,0.04077954590320587,46.05480356456009,89.13832947979373,0.6540119051933289,0.03494453802704811,0.3494243025779724,0.01768501102924347,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_18-32-56\model_best.pt
traj_nonorm_s2,trajectory,49,2500,0.6,350594,,,,99.39199999999998,,84.50399999999999,0.014571923631629043,,0.019495411554296457,0.3331339220205943,,0.11771162251631419,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_18-32-56\model_best.pt
traj_maxagg_s1,synthetic,49,49,0.6,350594,0.0012976207071915269,0.00011895540956174955,2.211230594184599e-06,4.024500399827957,1.6541773453354836,0.07706207106821239,0.1002814993262291,0.13692905008792877,0.14218072593212128,0.2259686291217804,0.035579927265644073,0.01142179686576128,0.03474283218383789,0.04225189611315727,58.897325848871105,98.08517662387672,0.6668739914894104,0.023037075996398926,0.3494243025779724,0.007924754172563553,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_17-48-22\model_best.pt
traj_maxagg_s1,trajectory,49,2500,0.6,350594,,,,99.39199999999998,,88.48533333333333,0.014571923631629043,,0.019519329314219507,0.3331339220205943,,0.14336621165275573,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_17-48-22\model_best.pt
cutoff_1p5,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0003045602352358401,2.3166336177382618e-05,4.024500399827957,2.3982249200344086,0.7599914912134409,0.1002814993262291,0.1297137588262558,0.1413734257221222,0.2259686440229416,0.07388158142566681,0.022453047335147858,0.03360610082745552,0.03884638473391533,40.409376030839816,81.11587982661229,0.6630105972290039,0.047886889427900314,0.3494243025779724,0.021268200129270554,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_16-35-26\model_best.pt
cutoff_3p0,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0012976207071915269,0.0012976204743608832,4.024500399827957,4.024500399827957,4.024500399827957,0.1002814993262291,0.1002814993262291,0.1002814993262291,0.2259686440229416,0.2259686291217804,0.22596842050552368,0.23758767545223236,1.1879384517669678,0.0,0.0,1.0,0.9999997019767761,0.3494243025779724,0.34942424297332764,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_17-03-18\model_best.pt
bridge_wmax_s0,synthetic,49,49,0.6,350594,0.0012976207071915269,0.00016111353761516511,6.75575711284182e-06,4.024500399827957,1.9544536247849464,0.2776891924440861,0.1002814993262291,0.13533157110214233,0.14216110110282898,0.2259686440229416,0.0405011847615242,0.0158904567360878,0.03401431813836098,0.04137038066983223,51.436117529451344,93.10003301222899,0.6616150736808777,0.030912872403860092,0.3494243025779724,0.012958386912941933,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_17-44-36\model_best.pt
traj_card_n100,synthetic,100,100,0.6,350594,0.00046583334915339947,9.52184564084746e-05,6.969418336666422e-06,2.0290404558181763,1.4008838683366776,0.42203282937407494,0.06799478083848953,0.09161176532506943,0.09905470907688141,0.33756059408187866,0.04939477890729904,0.009246278554201126,0.024043409153819084,0.028998754918575287,30.95830740479444,79.20037336573291,0.6850543022155762,0.022849498316645622,0.3386944830417633,0.021764980629086494,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_19-15-20\model_best.pt
traj_card_n100,trajectory,100,2500,0.6,350594,,,,99.39199999999998,,77.27199999999999,0.014571923631629043,,0.01957009897473432,0.3331339220205943,,0.08708139409621557,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_19-15-20\model_best.pt
traj_bridge_wmax_s0,synthetic,49,49,0.6,350594,0.0012976207071915269,0.00016111349395941943,6.75545425110613e-06,4.024500399827957,1.9544536247849464,0.2776891924440861,0.1002814993262291,0.13533155620098114,0.14216108620166779,0.2259686291217804,0.0405011922121048,0.015890255570411682,0.034014325588941574,0.04137047380208969,51.436117529451344,93.10003301222899,0.6616150140762329,0.03091292828321457,0.3494243025779724,0.012957715429365635,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_17-44-36\model_best.pt
traj_bridge_wmax_s0,trajectory,49,2500,0.6,350594,,,,99.39199999999998,,84.32266666666668,0.014571923631629043,,0.01955149072144755,0.3331339220205943,,0.15384702682495116,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_17-44-36\model_best.pt
traj_m12_noise1.0_s1,synthetic,49,49,1.0,350594,0.0017411690205335617,0.0003463790926616639,2.6604451704770327e-05,4.618409648537636,2.830038219690323,0.8808991871774197,0.09185289591550827,0.12886683642864227,0.14119577407836914,0.3501448631286621,0.05696092173457146,0.029559262096881866,0.04239372909069061,0.04991547018289566,38.722669734615,80.92635212739377,0.6329995393753052,0.041800208389759064,0.40890786051750183,0.023085283115506172,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_19-31-16\model_best.pt
traj_m12_noise1.0_s1,trajectory,49,2500,1.0,350594,,,,99.39199999999998,,79.70666666666666,0.014571923631629043,,0.01954505511458772,0.3331339220205943,,0.1230395033955574,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_19-31-16\model_best.pt
traj_m12_noise1.0_s2,synthetic,49,49,1.0,350594,0.0017411690205335617,0.00032427191035822034,2.1796931832795963e-05,4.618409648537636,2.7396894991397858,0.7028592750430107,0.09185289591550827,0.12936502695083618,0.14141550660133362,0.3501448631286621,0.05454288423061371,0.027496594935655594,0.04271949827671051,0.050919413566589355,40.67894131110373,84.78135788106272,0.6259112358093262,0.03756771609187126,0.40890786051750183,0.021157223731279373,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_20-12-26\model_best.pt
traj_m12_noise1.0_s2,trajectory,49,2500,1.0,350594,,,,99.39199999999998,,81.03466666666668,0.014571923631629043,,0.019544868182295647,0.3331339220205943,,0.12725817759831745,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_20-12-26\model_best.pt
bridge_knngraph_s1,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0004374964628368616,7.530925358878449e-05,4.024500399827957,2.9443027451634407,1.4309629797935486,0.1002814993262291,0.12512536346912384,0.13902390003204346,0.2259686440229416,0.08673892915248871,0.03643292188644409,0.032622963190078735,0.03581996262073517,26.840541432248997,64.44371079428049,0.6945172548294067,0.047495290637016296,0.3494243025779724,0.03810485452413559,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_20-44-07\model_best.pt
traj_gns_noise1.0_s2,synthetic,49,49,1.0,347966,0.0017411690205335617,0.0002143055753549561,9.01423663890455e-06,4.618409648537636,2.43675597012043,0.35740858875215054,0.09185289591550827,0.13361668586730957,0.14158517122268677,0.3501448631286621,0.049504391849040985,0.01976661942899227,0.04376726970076561,0.053261637687683105,47.2382048322718,92.26121979116667,0.6050073504447937,0.026509646326303482,0.40890786051750183,0.01362111046910286,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_16-30-55\model_best.pt
traj_gns_noise1.0_s2,trajectory,49,2500,1.0,347966,,,,99.39199999999998,,77.944,0.014571923631629043,,0.01964783617352968,0.3331339220205943,,0.13855288326740264,,,,,,,,,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_16-30-55\model_best.pt
bridge_knngraph_s2,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0012976180296391249,0.0012976063881069422,4.024500399827957,4.024500399827957,4.024500399827957,0.1002814993262291,0.10028155893087387,0.10028181225061417,0.2259686440229416,0.225968599319458,0.22596853971481323,0.2375875562429428,1.1879377365112305,0.0,0.0,1.0,0.9999999403953552,0.3494243025779724,0.3494233191013336,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_21-05-56\model_best.pt
bridge_noperiod_s1,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0012976209400221705,0.0012976209400221705,4.024500399827957,4.024500399827957,4.024500399827957,0.1002814993262291,0.1002814993262291,0.1002814993262291,0.2259686440229416,0.2259686440229416,0.2259686291217804,0.23758791387081146,1.1879394054412842,0.0,0.0,1.0,0.9999997019767761,0.3494243025779724,0.3494243025779724,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_21-18-36\model_best.pt
bridge_noperiod_s2,synthetic,49,49,0.6,350594,0.0012976207071915269,0.0006115685100667179,0.0001900132920127362,4.024500399827957,3.094440884888172,2.0541029050946236,0.1002814993262291,0.11885086447000504,0.1335928589105606,0.2259686440229416,0.1114681288599968,0.06059058755636215,0.03314540535211563,0.03999253734946251,23.10993727253911,48.96005282167929,0.67711341381073,0.11625451594591141,0.3494243025779724,0.10725318640470505,E:\VSCode\CorrectorWorkshop\artifacts\training\train_run_2026-08-10_21-30-51\model_best.pt
